image,before_psnr,after_psnr,before_ssim,after_ssim,before_uciqe,after_uciqe,before_uiqm,after_uiqm
111_img_.png,12.61556458178321,14.566658831886315,0.65760356,0.71406144,3.062062,2.2137954,0.5173247141718272,0.47513679231049016
112_img_.png,16.813789475695952,15.187093354899408,0.71409446,0.66044754,3.140727,4.644444,0.35666818372172104,0.30876910787740697
11374.png,20.103934985581333,22.128001662061866,0.8427934,0.87872297,5.4018807,7.6478252,0.511256219963897,0.5781441194932768
11398.png,19.833888394260587,20.004263943520964,0.8433921,0.8601279,8.473573,9.527447,0.6318544859820173,0.723911961338839
113_img_.png,17.989780577284055,19.2630642338008,0.694689,0.7480638,5.1247935,4.4123178,0.8088801742423785,0.7978912516192044
114_img_.png,14.341873231909467,17.27131180157204,0.7074609,0.7344758,4.8983636,4.8840094,0.7226044674004845,0.6354825724591323
115_img_.png,21.034057047046055,21.38278331097019,0.80771905,0.88476735,4.592362,4.0922627,0.47547806942825493,0.489258459714138
116_img_.png,18.10154671642939,18.773415187685952,0.8942795,0.90191126,3.7685053,3.5111613,0.5656410304997115,0.5664329800236478
117_img_.png,16.98115526117155,13.968674083331912,0.70486164,0.66616297,3.37102,3.4138951,0.4648395742801367,0.40859451194344
118_img_.png,15.345525278352,16.751556650794754,0.776711,0.7518036,5.0167084,6.6577086,0.3961278105610029,0.29548067596793504
11_img_.png,28.430819111403977,20.730136960464478,0.9752458,0.82858706,8.421908,8.572118,0.5776735864204227,0.4949369445501306
